City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,trinidad,-14.8333,-64.9,296.6,61,3,1.19,BO,1717982459
296,punta arenas,-53.15,-70.9167,274.21,93,100,2.06,CL,1717982604
297,pacific grove,36.6177,-121.9166,296.14,82,100,5.66,US,1717982605
298,plettenberg bay,-34.0527,23.3716,286.25,64,8,1.58,ZA,1717982461
299,necochea,-38.5473,-58.7368,285.61,94,37,3.48,AR,1717982606
300,lorengau,-2.0226,147.2712,303.78,69,96,4.85,PG,1717982606
301,porkhov,57.765,29.5561,281.56,98,99,1.84,RU,1717982607
302,eravur town,7.7782,81.6038,300.05,77,87,1.34,LK,1717982607
303,magadan,59.5667,150.8,281.78,84,100,1.54,RU,1717982608
304,chernyshevsk,52.5243,117.0174,291.11,57,70,1.48,RU,1717982608
305,new plymouth,-39.0667,174.0833,289.15,100,45,5.71,NZ,1717982609
306,hede,33.7681,120.2517,304.18,42,4,4.88,CN,1717982610
307,mazagao,-0.115,-51.2894,301.18,95,33,1.41,BR,1717982610
308,balsas,-7.5325,-46.0356,300.13,49,58,0.88,BR,1717982611
309,akjoujt,19.6969,-14.4164,305.63,18,28,5.07,MR,1717982611
310,masterton,-40.9597,175.6575,288.21,86,98,5.64,NZ,1717982612
311,maribo,54.7766,11.5002,282.56,88,94,7.38,DK,1717982612
312,sinabang,2.4803,96.3801,300.38,79,95,1.22,ID,1717982613
313,kapa'a,22.0752,-159.319,303.14,71,0,6.17,US,1717982614
314,boise,43.6135,-116.2035,299.45,41,0,11.83,US,1717982505
315,st. john's,47.5649,-52.7093,284.14,93,100,10.29,CA,1717982338
316,zhaotong,27.3167,103.7167,290.3,82,71,0.76,CN,1717982616
317,kavieng,-2.5744,150.7967,301.65,79,100,6.26,PG,1717982590
318,samfya,-11.3649,29.5565,288.35,79,100,4.82,ZM,1717982617
319,diego de almagro,-26.3667,-70.05,286.73,45,0,0.59,CL,1717982617
320,mahibadhoo,3.7833,72.9667,301.58,73,15,5.71,MV,1717982470
321,ajasse ipo,8.2333,4.8167,296.25,92,99,4.39,NG,1717982618
322,bathurst,-33.4166,149.5806,285.22,80,53,1.34,AU,1717982619
323,hilo,19.7297,-155.09,302.75,61,0,3.6,US,1717982371
324,korsakov,46.6328,142.7813,286.06,99,100,3.53,RU,1717982620
325,hammerfest,70.6634,23.6821,284.4,71,40,4.12,NO,1717982620
326,haiku-pauwela,20.9219,-156.3051,301.6,65,20,10.8,US,1717982621
327,opuwo,-18.0607,13.84,289.55,36,0,2.21,NA,1717982471
328,bodden town,19.2833,-81.25,302.15,88,20,5.14,KY,1717982566
329,uturoa,-16.7333,-151.4333,298.94,81,69,5.66,PF,1717982623
330,elko,41.0002,-115.5012,297.16,40,78,1.79,US,1717982624
331,puerto baquerizo moreno,-0.9,-89.6,295.49,89,78,3.71,EC,1717982407
332,mili,6.0815,171.735,301.94,75,3,6.25,MH,1717982625
333,ulsteinvik,62.3432,5.8487,285.24,90,100,6.71,NO,1717982625
334,rongelap,11.1635,166.8941,301.69,80,100,7.29,MH,1717982626
335,kapuskasing,49.4169,-82.4331,281.2,81,75,2.57,CA,1717982462
336,xinji,37.9028,115.2036,307.1,20,2,1.53,CN,1717982627
337,ascoli satriano,41.2061,15.5615,296.07,43,4,3.93,IT,1717982628
338,port blair,11.6667,92.75,299.17,89,75,1.03,IN,1717982628
339,namibe,-15.1961,12.1522,293.11,87,5,3.11,AO,1717982629
340,saint croix,17.7397,-64.7388,299.79,79,0,2.57,VI,1717982629
341,agara,42.0376,43.8238,289.9,98,99,1.34,GE,1717982630
342,barcelos,41.5388,-8.6151,291.95,92,51,1.4,PT,1717982553
343,camacupa,-12.0167,17.4833,285.02,56,5,1.39,AO,1717982631
344,flin flon,54.7682,-101.865,286.6,61,6,3.63,CA,1717982632
345,eskisehir,39.7767,30.5206,286.08,87,0,2.06,TR,1717982632
346,sangamner,19.5667,74.2167,298.16,72,100,2.74,IN,1717982633
347,susuman,62.7833,148.1667,280.36,46,100,0.45,RU,1717982633
348,puerto san jose,13.9256,-90.8244,301.47,81,100,3.95,GT,1717982634
349,turi,40.9173,17.0212,298.92,61,0,2.06,IT,1717982635
350,klaksvik,62.2266,-6.589,278.66,97,100,13.26,FO,1717982636
351,flying fish cove,-10.4217,105.6791,299.97,89,75,4.63,CX,1717982636
352,harran,36.86,39.0314,297.85,42,0,4.56,TR,1717982637
353,broome,42.2506,-75.833,287.38,94,100,4.12,US,1717982637
354,avarua,-21.2078,-159.775,297.18,60,40,3.6,CK,1717982638
355,christchurch,-43.5333,172.6333,285.32,80,100,6.69,NZ,1717982638
356,turkeli,41.9476,34.3386,293.89,60,7,2.39,TR,1717982639
357,fort st. john,56.2499,-120.8529,284.09,71,100,3.09,CA,1717982406
358,xinxiang,35.3089,113.8672,306.65,18,92,1.7,CN,1717982640
359,dhuusamarreeb,5.535,46.3861,297.02,75,96,8.39,SO,1717982640
360,port saint john's,-31.6229,29.5448,288.5,60,0,2.64,ZA,1717982641
361,darnah,32.767,22.6367,296.51,56,0,4.45,LY,1717982641
362,beruniy,41.6911,60.7525,297.13,53,0,2.06,UZ,1717982477
363,al jawf,29.5,38.75,297.47,31,0,5.01,SA,1717982642
364,buka,40.8108,69.1986,297.87,34,13,2.49,UZ,1717982643
365,tazovsky,67.4667,78.7,277.35,69,93,4.66,RU,1717982644
366,pisco,-13.7,-76.2167,291.18,82,100,5.14,PE,1717982644
367,uige,-7.6087,15.0613,289.58,87,81,1.47,AO,1717982645
368,metlaoui,34.3208,8.4016,299.75,17,100,0.66,TN,1717982646
369,lihue,21.9789,-159.3672,302.73,63,0,6.17,US,1717982647
370,antsiranana,-12.2787,49.2917,294.54,69,3,4.34,MG,1717982647
371,chui,-33.6971,-53.4616,293.18,84,16,5.46,UY,1717982648
372,cidreira,-30.1811,-50.2056,292.48,83,9,2.39,BR,1717982649
373,berezovyy,51.6667,135.7,284.01,98,100,2.29,RU,1717982649
374,lamu,-2.2717,40.902,298.92,81,26,7.6,KE,1717982650
375,swakopmund,-22.6833,14.5333,290.92,70,5,2.68,NA,1717982650
376,mchenry,42.3334,-88.4668,292.94,60,8,1.79,US,1717982517
377,poxoreo,-15.8372,-54.3892,293.63,49,44,2.1,BR,1717982651
378,labuan,5.2767,115.2417,299.35,94,40,1.03,MY,1717982652
379,yemva,62.59,50.8594,285.06,94,100,1.58,RU,1717982652
380,kone,-21.0595,164.8658,300.52,53,81,2.4,NC,1717982653
381,arraial do cabo,-22.9661,-42.0278,296.02,81,0,12.03,BR,1717982654
382,amanalco de becerra,19.3167,-100.0167,288.83,84,100,1.68,MX,1717982654
383,kikwit,-5.041,18.8162,294.69,38,100,1.26,CD,1717982655
384,mafinga,-7.25,35.0667,288.83,68,18,1.3,TZ,1717982656
385,howard springs,-12.497,131.047,298.64,60,7,3.35,AU,1717982656
386,ulan bator,47.9077,106.8832,292.22,39,20,2.0,MN,1717982657
387,vila velha,-20.3297,-40.2925,293.12,94,0,1.03,BR,1717982657
388,mont-de-marsan,44.0,-0.6667,286.86,94,75,2.06,FR,1717982658
389,la punta,-33.1837,-66.3127,287.67,38,100,8.92,AR,1717982659
390,pontianak,-0.0333,109.3333,299.14,100,40,1.54,ID,1717982659
391,lazaro cardenas,17.9583,-102.2,300.25,71,21,4.33,MX,1717982660
392,colonia,50.9333,6.95,284.72,82,0,0.51,DE,1717982550
393,pakxan,18.3778,103.6601,297.77,97,100,1.38,LA,1717982661
394,qarchi gak,37.04,66.7889,301.17,21,0,2.69,AF,1717982661
395,ciudad bolivar,8.1222,-63.5497,298.73,92,100,1.64,VE,1717982662
396,formosa,-26.1775,-58.1781,296.46,77,0,0.45,AR,1717982197
397,dawei,14.0833,98.2,298.28,95,100,8.57,MM,1717982663
398,kananga,-5.8958,22.4178,292.33,44,5,2.29,CD,1717982663
399,medicine hat,50.0501,-110.6683,295.29,35,75,5.66,CA,1717982535
400,vurpar,46.0,23.4667,291.18,88,8,0.08,RO,1717982665
401,fedorovka,53.6314,62.7078,288.02,93,100,5.0,KZ,1717982665
402,fale old settlement,-9.3852,-171.2468,301.28,79,88,6.83,TK,1717982666
403,villamontes,-21.25,-63.5,291.36,63,6,1.51,BO,1717982666
404,caleta de carquin,-11.0925,-77.6267,291.16,83,44,4.02,PE,1717982667
405,belmonte,-15.8631,-38.8828,297.48,73,82,5.02,BR,1717982667
406,holualoa,19.6228,-155.9522,300.06,76,75,4.63,US,1717982668
407,ola,59.5833,151.2833,282.12,85,99,2.18,RU,1717982668
408,freetown,8.484,-13.2299,299.66,81,33,2.7,SL,1717982232
409,miguel ahumada,30.6167,-106.5167,306.65,9,0,4.96,MX,1717982670
410,kuanda,56.3161,116.0806,289.35,52,0,1.12,RU,1717982670
411,ujae,8.9322,165.7642,301.89,80,14,7.33,MH,1717982671
412,najran,17.4924,44.1277,300.51,29,4,3.4,SA,1717982671
413,vylkove,45.4021,29.586,292.9,80,100,4.59,UA,1717982672
414,manokwari,-0.8667,134.0833,302.06,66,79,1.87,ID,1717982672
415,wanning,18.8003,110.3967,302.59,79,100,3.97,CN,1717982673
416,ibatiba,-20.2339,-41.5106,287.68,93,82,1.62,BR,1717982673
417,pathein,16.7833,94.7333,300.76,87,100,3.75,MM,1717982674
418,island harbour,50.724,-1.2758,287.58,78,100,2.24,GB,1717982674
419,sinop,41.7711,34.8709,289.46,65,45,3.52,TR,1717982377
420,katima mulilo,-17.5,24.2667,283.98,77,0,2.5,NA,1717982675
421,trail,49.0998,-117.7022,293.69,80,100,1.72,CA,1717982676
422,chinde,26.8418,88.0763,295.37,78,30,1.07,NP,1717982676
423,kinablangan,7.6947,126.5503,299.71,80,100,1.82,PH,1717982677
424,phalaborwa,-23.943,31.1411,285.75,74,0,2.01,ZA,1717982677
425,qina,26.1642,32.7267,302.31,20,0,3.27,EG,1717982678
426,tazacorte,28.629,-17.9293,293.69,94,0,2.06,ES,1717982678
427,inyonga,-6.7167,32.0667,286.03,65,15,2.17,TZ,1717982679
428,vuktyl,63.8567,57.3094,287.1,92,100,2.24,RU,1717982680
429,kenai,60.5544,-151.2583,288.79,51,0,6.17,US,1717982680
430,hastings,50.8552,0.5729,287.2,85,100,6.22,GB,1717982681
431,ancud,-41.8697,-73.8203,282.59,89,99,5.18,CL,1717982681
432,tartaro,15.1667,121.0167,303.05,64,99,0.55,PH,1717982682
433,casino,-28.8667,153.05,292.91,57,99,0.78,AU,1717982682
434,praia da vitoria,38.7333,-27.0667,291.29,88,20,3.34,PT,1717982683
435,merizo village,13.2658,144.6691,305.46,81,100,6.32,GU,1717982684
436,celestun,20.8667,-90.4,301.34,79,33,7.23,MX,1717982470
437,sovetskaya gavan',48.9723,140.2878,288.21,92,93,3.0,RU,1717982685
438,lashio,22.9333,97.75,297.65,83,49,0.49,MM,1717982685
439,kisesa,-3.0833,34.15,292.49,60,100,4.51,TZ,1717982686
440,todos santos,23.45,-110.2167,303.87,72,3,2.41,MX,1717982686
441,portland,45.5234,-122.6762,298.52,58,20,6.69,US,1717982536
442,arad,46.3333,21.75,295.9,74,100,2.92,RO,1717982651
443,hadibu,12.65,54.0333,301.54,78,41,7.7,YE,1717982688
444,anori,-3.7728,-61.6442,296.95,97,100,1.07,BR,1717982688
445,mejit,10.2753,170.8646,301.56,79,100,7.15,MH,1717982689
446,lowicz,52.1071,19.9453,287.59,88,100,2.33,PL,1717982689
447,uchiza,-8.4592,-76.4633,296.91,78,96,1.24,PE,1717982690
448,toliara,-23.35,43.6667,289.2,81,0,6.05,MG,1717982691
449,kralendijk,12.15,-68.2667,302.14,79,75,7.2,BQ,1717982691
450,cockburn town,21.4612,-71.1419,300.37,86,100,4.71,TC,1717982692
451,rabo de peixe,37.8,-25.5833,290.92,99,75,2.57,PT,1717982692
452,hirara,24.8,125.2833,303.07,94,75,6.69,JP,1717982693
453,namsos,64.4662,11.4957,285.1,66,100,9.26,NO,1717982693
454,najaf,31.9985,44.3398,309.03,16,14,4.12,IQ,1717982694
455,papao,-17.75,-149.55,298.97,88,100,5.88,PF,1717982694
456,guangyuan,32.442,105.823,295.93,73,100,0.66,CN,1717982695
457,port hedland,-20.3167,118.5667,296.18,40,0,4.12,AU,1717982695
458,hashtrud,37.4779,47.0508,288.66,63,98,1.21,IR,1717982696
459,zeya,53.75,127.2667,293.42,46,99,2.44,RU,1717982697
460,culfa,38.9558,45.6308,289.08,74,6,0.79,AZ,1717982697
461,queenstown,-31.8976,26.8753,280.49,60,6,2.36,ZA,1717982409
462,inhambane,-23.865,35.3833,291.32,79,51,3.74,MZ,1717982699
463,floro,61.5996,5.0328,284.19,82,100,9.26,NO,1717982700
464,la'ie,21.6477,-157.9253,302.13,68,54,3.58,US,1717982700
465,murmashi,68.8154,32.8115,280.38,100,0,1.0,RU,1717982701
466,cartagena,10.3997,-75.5144,301.94,74,20,2.06,CO,1717982701
467,melekeok village,7.4957,134.6367,307.46,66,75,3.09,PW,1717982702
468,ciudad lazaro cardenas,17.9583,-102.2,300.25,71,21,4.33,MX,1717982703
469,zheleznogorsk-ilimskiy,56.5768,104.1217,284.47,90,100,0.45,RU,1717982703
470,mossendjo,-2.9506,12.7261,292.59,97,85,0.49,CG,1717982704
471,brisas barra de suchiate,14.55,-92.2167,302.25,80,100,2.58,MX,1717982704
472,vadso,70.0744,29.7487,277.64,93,100,7.72,NO,1717982705
473,carnarvon,-24.8667,113.6333,293.89,80,97,5.25,AU,1717982706
474,mersa matruh,31.3525,27.2453,295.17,88,0,4.41,EG,1717982706
475,vrontados,38.4089,26.1328,299.07,38,0,1.03,GR,1717982707
476,acapulco de juarez,16.8634,-99.8901,301.05,78,100,4.63,MX,1717982707
477,nakamura,32.9833,132.9333,300.03,61,100,0.85,JP,1717982708
478,carloforte,39.145,8.3058,293.27,91,13,4.62,IT,1717982708
479,san andres,12.5847,-81.7006,300.16,94,20,1.03,CO,1717982709
480,akrehamn,59.2667,5.1833,284.49,87,100,13.38,NO,1717982709
481,sanctuary point,-35.1114,150.629,290.23,63,12,5.04,AU,1717982710
482,luena,-11.7833,19.9167,289.25,59,1,2.57,AO,1717982710
483,mpika,-11.8343,31.4529,284.71,96,100,3.04,ZM,1717982711
484,dunedin,-45.8742,170.5036,283.04,64,27,2.68,NZ,1717982711
485,tari,12.4086,4.4914,303.19,56,100,3.92,NG,1717982712
486,novodvinsk,64.4165,40.8122,280.25,88,6,2.91,RU,1717982713
487,gemena,3.25,19.7667,294.85,99,100,0.86,CD,1717982713
488,winnemucca,40.973,-117.7357,305.18,15,0,6.17,US,1717982714
489,ghadamis,30.1337,9.5007,306.48,9,100,4.71,LY,1717982714
490,williams lake,52.1415,-122.1445,294.29,43,100,2.06,CA,1717982715
491,ishigaki,24.3448,124.1572,302.22,94,75,8.23,JP,1717982715
492,krivosheino,57.3431,83.9261,287.08,64,4,4.01,RU,1717982716
493,puerto plata,19.7934,-70.6884,301.1,83,20,0.0,DO,1717982716
494,bridgewater,44.3835,-64.5155,287.1,98,100,9.26,CA,1717982717
495,mundri,-6.9558,111.71,300.21,79,14,2.19,ID,1717982718
496,kuta,-8.7233,115.1723,300.12,94,75,6.26,ID,1717982719
497,fitzgerald,31.7149,-83.2526,303.12,51,0,2.06,US,1717982720
498,sabha,27.0377,14.4283,301.33,10,0,1.69,LY,1717982720
499,lubango,-14.9172,13.4925,288.07,58,5,3.09,AO,1717982721
500,debre sina,9.85,39.7667,288.49,52,100,1.65,ET,1717982721
501,milici,44.1711,19.0903,290.8,78,55,2.73,BA,1717982722
502,mogoytuy,51.2833,114.9167,290.78,60,45,3.04,RU,1717982722
503,saint-tropez,43.2693,6.6398,293.0,89,3,1.93,FR,1717982723
504,labrador city,52.9463,-66.9114,292.14,54,75,0.0,CA,1717982724
505,coari,-4.085,-63.1414,296.84,98,100,1.64,BR,1717982724
506,alice springs,-23.7,133.8833,290.9,45,0,0.0,AU,1717982725
507,al mindak,20.1588,41.2834,297.93,42,32,1.66,SA,1717982711
508,alenquer,-1.9417,-54.7383,297.34,94,86,1.34,BR,1717982726
509,tarko-sale,64.9225,77.785,283.98,54,94,3.19,RU,1717982726
510,mulanje,-16.0316,35.5,287.86,93,74,3.57,MW,1717982727
511,achacachi,-16.05,-68.6833,278.96,75,100,3.03,BO,1717982727
512,port-vila,-17.7338,168.3219,301.93,74,20,5.14,VU,1717982728
513,ta`u,-14.2336,-169.5144,299.63,63,72,8.52,AS,1717982728
514,bougouni,11.417,-7.479,299.03,74,100,1.39,ML,1717982729
515,ostersund,63.1792,14.6357,278.49,100,40,2.57,SE,1717982729
516,dakhla,23.6848,-15.958,293.11,88,0,8.78,EH,1717982730
517,teknaf,20.8624,92.3058,301.79,83,72,3.53,BD,1717982730
518,howrah,22.5892,88.3103,305.15,79,20,4.12,IN,1717982731
519,ringkobing,56.0901,8.244,285.14,82,75,6.69,DK,1717982731
520,labytnangi,66.6572,66.4183,283.92,76,52,1.93,RU,1717982732
521,preobrazheniye,42.9019,133.9064,293.09,59,56,3.24,RU,1717982732
522,swan hill,-35.3378,143.5544,287.79,54,36,2.19,AU,1717982733
523,al bawiti,28.3492,28.8659,297.07,41,0,2.31,EG,1717982734
524,mabaruma,8.2,-59.7833,296.53,100,100,1.01,GY,1717982734
525,nieuw amsterdam,5.8833,-55.0833,298.24,89,100,2.67,SR,1717982735
526,mar del plata,-38.0023,-57.5575,287.64,90,40,5.36,AR,1717982701
527,mando,10.7167,6.5667,297.3,82,100,2.77,NG,1717982529
528,larache,35.1932,-6.1557,291.54,86,0,2.45,MA,1717982736
529,bardai,11.65,7.2333,299.54,62,100,6.27,NG,1717982737
530,almeirim,-1.5233,-52.5817,296.67,96,83,0.32,BR,1717982737
531,uzgen,40.7699,73.3007,294.31,63,58,3.0,KG,1717982738
532,armacao de buzios,-22.7469,-41.8817,296.18,82,0,10.23,BR,1717982665
533,vernon,50.2581,-119.2691,298.49,32,100,3.13,CA,1717982739
534,i-n-salah,27.1935,2.4607,309.23,13,8,4.2,DZ,1717982739
535,bubaque,11.2833,-15.8333,299.69,80,22,6.19,GW,1717982740
536,balykshi,47.0667,51.8667,293.15,77,0,4.0,KZ,1717982740
537,martapura,-3.4167,114.85,303.2,74,0,2.57,ID,1717982741
538,dazhou,31.2159,107.5009,297.42,80,93,0.28,CN,1717982742
539,castro,-24.7911,-50.0119,287.34,76,5,1.78,BR,1717982743
540,richards bay,-28.783,32.0377,287.03,72,0,2.63,ZA,1717982743
541,joao pinheiro,-17.7425,-46.1725,291.38,59,0,2.57,BR,1717982744
542,yigo village,13.5361,144.8886,304.77,68,100,7.2,GU,1717982744
543,kulhudhuffushi,6.6221,73.07,301.87,77,100,7.48,MV,1717982470
544,arkalyk,50.2486,66.9114,293.32,74,91,3.68,KZ,1717982745
545,melfort,52.8667,-104.6177,288.22,47,100,2.57,CA,1717982746
546,china,25.7,-99.2333,308.69,42,3,9.79,MX,1717982746
547,old saybrook,41.2918,-72.3762,293.16,78,100,0.0,US,1717982537
548,lagodekhi,41.8268,46.2767,294.65,64,78,1.9,GE,1717982747
549,mandera,3.9366,41.867,298.57,58,56,6.76,KE,1717982748
550,thunder bay,48.4001,-89.3168,291.14,29,20,5.66,CA,1717982748
551,port shepstone,-30.7414,30.455,287.64,59,0,3.35,ZA,1717982749
552,luang prabang,19.8856,102.1347,299.13,94,100,1.03,LA,1717982749
553,galle,6.0367,80.217,302.0,84,100,5.59,LK,1717982750
554,hauterive,46.0901,3.4459,285.79,95,49,0.66,FR,1717982750
555,sungai penuh,-2.0833,101.3833,295.23,74,64,1.03,ID,1717982751
556,vilyuysk,63.7553,121.6247,294.26,36,25,2.24,RU,1717982751
557,zalingei,12.9096,23.4741,298.32,56,94,1.93,SD,1717982752
558,khadan khak,30.7477,67.7085,292.14,19,0,2.36,PK,1717982752
559,brookings,44.3114,-96.7984,295.15,37,0,4.63,US,1717982583
560,olyokminsk,60.3736,120.4264,293.84,55,54,1.38,RU,1717982522
561,choibalsan,48.0667,114.5,296.57,37,88,2.44,MN,1717982754
562,mccook,40.2019,-100.6257,297.18,53,0,4.12,US,1717982755
563,sandnessjoen,66.0217,12.6316,283.44,72,53,3.5,NO,1717982755
564,burang,30.25,81.1667,277.57,53,0,1.56,CN,1717982756
565,volgorechensk,57.4393,41.1555,285.49,75,6,2.62,RU,1717982757
566,puerto pilon,9.3644,-79.7933,300.25,87,100,1.44,PA,1717982757
567,khorixas,-20.3667,14.9667,291.11,33,0,3.06,NA,1717982471
568,hobyo,5.3505,48.5268,299.0,82,94,10.85,SO,1717982758
569,lianzhou,24.7811,112.3825,298.11,98,100,1.29,CN,1717982759
570,beau vallon,-20.4189,57.6953,297.28,78,75,6.69,MU,1717982759
571,lautoka,-17.6167,177.4667,301.07,54,20,5.14,FJ,1717982760
572,tchintabaraden,15.8969,5.7985,305.34,33,8,4.42,NE,1717982471
573,taltal,-25.4,-70.4833,290.02,68,0,1.99,CL,1717982762
574,tralee,52.2704,-9.7026,284.62,91,100,5.97,IE,1717982762
575,bayanaul,50.7889,75.6956,293.46,65,99,1.5,KZ,1717982763
576,phan rang-thap cham,11.5667,108.9833,304.1,59,93,3.39,VN,1717982763
577,ryl'sk,51.5655,34.6822,287.54,81,100,3.04,RU,1717982764
578,kandira,41.0736,30.1746,289.59,84,0,1.03,TR,1717982764
579,camiri,-20.05,-63.5167,289.8,80,15,0.49,BO,1717982765
580,chibougamau,49.9168,-74.3659,286.94,100,100,2.57,CA,1717982765
581,raja,8.4596,25.678,295.64,87,100,2.81,SS,1717982766
582,kirensk,57.7853,108.1119,288.13,49,95,2.24,RU,1717982766
583,marrakesh,31.6315,-8.0083,291.19,68,20,2.57,MA,1717982726
584,nha trang,12.25,109.1833,304.15,65,85,0.8,VN,1717982767
585,sabang,5.8933,95.3214,302.17,76,99,9.24,ID,1717982768
586,daru,-9.0763,143.2092,299.64,88,50,7.85,PG,1717982768
587,fort mcmurray,56.7268,-111.381,284.92,76,100,5.14,CA,1717982592
588,redding,40.5865,-122.3917,307.02,34,0,6.17,US,1717982746
589,micheweni,-4.9667,39.8333,299.2,76,30,7.51,TZ,1717982770
590,dhidhdhoo,6.8833,73.1,301.91,76,100,7.69,MV,1717982771
591,callao,-12.0667,-77.15,291.88,77,100,5.14,PE,1717982593
